abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"President Obama pledged to fight for a higher minimum wage, more government investment in schools and clean energy, and deficit reduction through spending cuts and tax increases.","WASHINGTON — President Obama, seeking to put the prosperity and promise of the middle class at the heart of his second-term agenda, called on Congress on Tuesday night to raise the federal minimum wage to $9 an hour, saying that would lift millions out of poverty and energize the economy.","{'main': 'Obama Pledges Push to Lift Economy for Middle Class', 'kicker': None, 'content_kicker': None, 'print_headline': 'Obama Vows Push to Life Economy for Middle Class', 'name': None, 'seo': None, 'sub': None}",Obama Pledges Push to Lift Economy for Middle Class,0.37222222222222223,0.5666666666666668,0.0,0.0,0.0,0.0,2013,2
"Presidents like to tell Congress the state of the union is “strong,” but it was not always so.","WASHINGTON — President Obama is likely to declare on Tuesday evening that the state of the union is strong. That word, strong, has become a ritual element of the annual address to Congress, intoned by Mr. Obama and his predecessors over the last 30 years even when things were not going that well.","{'main': 'How the Union’s State Got So ‘Strong’', 'kicker': None, 'content_kicker': None, 'print_headline': 'How the Union’s State Got So ‘Strong’', 'name': None, 'seo': None, 'sub': None}",How the Union’s State Got So ‘Strong’,0.43333333333333335,0.7333333333333334,0.21666666666666667,0.6333333333333334,0.43333333333333335,0.7333333333333334,2013,2
"A look at states of the union, according to the presidents, throughout history.","You’ve heard it so many times before: “The state of our union is strong,” or some variation thereof. But as The Times’s Binyamin Appelbaum notes, that phrasing is a more recent phenomenon. Here’s a look at the state of the union, according to the presidents, throughout history from his research.","{'main': 'The State of Our Union Is (Fill in the Blank)', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The State of Our Union Is (Fill in the Blank),0.0,0.0,0.35833333333333334,0.49583333333333335,0.0,0.0,2013,2
"Mayor Kevin Johnson of Sacramento is looking to California billionaires as he prepares a counteroffer for the city’s N.B.A. franchise, which a group from Seattle has offered to buy.","SACRAMENTO — It’s being billed as a battle of the whales here in the state capital, an increasingly fierce contest pitting billionaire against billionaire. The prize is not California’s governorship or the fate of some ballot proposal, but ownership of the N.B.A.’s most troubled franchise, the Sacramento Kings.","{'main': 'Sacramento Seeks Investors in Battle for N.B.A. Team', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sacramento Seeks Investors in Battle For N.B.A. Team', 'name': None, 'seo': None, 'sub': None}",Sacramento Seeks Investors in Battle for N.B.A. Team,0.0,0.0,0.0,0.75,0.0,0.0,2013,2
A new bill aims to close the “gun-show loophole” by requiring background checks in sales at such events.,"SANTA FE, N.M. — As state lawmakers around the country wrestle with whether to tighten gun laws, the fierce debate has not always fallen neatly along party lines — especially in the West. ","{'main': 'Gun-Friendly New Mexico Considers Stricter Controls', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gun-Friendly New Mexico Considers Stricter Controls', 'name': None, 'seo': None, 'sub': None}",Gun-Friendly New Mexico Considers Stricter Controls,0.06818181818181818,0.4772727272727273,0.0,1.0,0.13636363636363635,0.45454545454545453,2013,2
"New polls find continued dissatisfaction with the direction of the country, yet support for several of the policies the president has said he will push in his second term.","Just ahead of President Obama’s State of the Union address Tuesday night, new polls find continued public dissatisfaction with the direction of the country, yet support for several of the policies the president has said he will push in his second term. ","{'main': 'Polls Show Dissatisfaction With Country’s Direction, but Support for Obama’s Agenda', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Polls Show Dissatisfaction With Country’s Direction, but Support for Obama’s Agenda",0.04545454545454545,0.15151515151515152,0.03409090909090909,0.1303030303030303,0.0,0.0,2013,2
Mayor Rahm Emanuel of Chicago urged Illinois lawmakers to increase minimum sentences for serious gun violations to three years in prison.,"CHICAGO — On a day when the authorities here filed murder charges in a case that had come to represent the painful price of gun violence, Mayor Rahm Emanuel on Monday called on state lawmakers to increase minimum sentences for gun crimes in Illinois and require violators to serve the bulk of those prison sentences.","{'main': 'Chicago Mayor Seeks More Prison Time for Gun Crimes', 'kicker': None, 'content_kicker': None, 'print_headline': 'Chicago Mayor Seeks More Prison Time for Gun Crimes', 'name': None, 'seo': None, 'sub': None}",Chicago Mayor Seeks More Prison Time for Gun Crimes,-0.3333333333333333,0.6666666666666666,-0.7,0.9,0.5,0.5,2013,2
"To highlight science education and memorable haircuts, one of the guests in Michelle Obama’s box during the State of the Union speech will be NASA’s Bobak Ferdowsi.","To highlight science education and memorable haircuts, one of the guests in Michelle Obama’s box during the State of the Union speech Tuesday night will be the “Mohawk Guy” — Bobak Ferdowsi, a member of the team operating NASA’s Mars Curiosity rover who is best known for his spiky, red- and blue-streaked haircut and the stars shaved on the side of his head.","{'main': 'For Science’s Sake, It’s ‘Mohawk Guy’', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","For Science’s Sake, It’s ‘Mohawk Guy’",0.5,1.0,0.5,0.43333333333333335,0.0,0.0,2013,2
"Ted Fiske, a former education editor at The Times and the author of “The Fiske Guide to Colleges,” remixes alma maters for the era of massive open online courses.","As future alumni of your prospective colleges, you might look forward to the day in which your alma mater, ingrained in your heart, makes you swell with pride.","{'main': 'We Are the Mighty, Mighty MOOCs', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","We Are the Mighty, Mighty MOOCs",0.0,0.5,0.0,0.125,0.4,0.9,2013,2
"A student at the University of Maryland shot his two roommates, one fatally, near the College Park campus before killing himself, the authorities said.","A University of Maryland graduate student shot his two roommates, one fatally, early Tuesday before killing himself outside the house they shared near the College Park campus, the authorities said.","{'main': 'Two Maryland Students Die in Murder-Suicide', 'kicker': None, 'content_kicker': None, 'print_headline': 'Two Maryland Students Die in Murder-Suicide', 'name': None, 'seo': None, 'sub': None}",Two Maryland Students Die in Murder-Suicide,0.1,0.4,0.06666666666666667,0.25,0.0,0.0,2013,2
"Officials will begin forensic tests to determine if charred human remains in a burned-out cabin are those of Christopher J. Dorner, the former Los Angeles police officer sought in the region’s largest manhunt.","BIG BEAR LAKE, Calif. — After a shootout and a forest standoff on Tuesday afternoon, Christopher J. Dorner, the former Los Angeles police officer sought in the region’s largest manhunt, was apparently killed in a cabin as it burned down around him, but officials said they needed time to sort through the rubble. ","{'main': 'Authorities to Determine if Remains Are of California Fugitive', 'kicker': None, 'content_kicker': None, 'print_headline': 'Fugitive Ex-Officer Is Believed Dead in Cabin', 'name': None, 'seo': None, 'sub': None}",Authorities to Determine if Remains Are of California Fugitive,0.0,0.05,-0.08888888888888889,0.09722222222222224,0.0,0.0,2013,2
"Jim Greer, the former party chairman in Florida, was charged with steering $125,000 in party money into his personal bank accounts.","MIAMI — Averting a prolonged and heated political drama, Jim Greer, a former chairman of the Republican Party of Florida, walked into an Orlando courtroom on Monday and pleaded guilty to grand theft and money laundering charges.","{'main': 'G.O.P. Chief in Florida Pleads Guilty', 'kicker': None, 'content_kicker': None, 'print_headline': 'G.O.P. Chief In Florida Pleads Guilty', 'name': None, 'seo': None, 'sub': None}",G.O.P. Chief in Florida Pleads Guilty,0.0,0.15,0.0,0.525,-0.5,1.0,2013,2
A centenarian who waited three hours to cast an early vote in Florida will sit with Michelle Obama as the president pushes to make it easier to vote and register to vote.,"In the first lady’s box at the State of the Union address on Tuesday night, Desiline Victor, 102, will be seated among Michelle Obama’s guests as a symbol of voters who faced long delays as they tried to cast ballots in last year’s elections.","{'main': 'A 102-Year-Old Face of Voting Delays at the State of the Union', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",A 102-Year-Old Face of Voting Delays at the State of the Union,0.1,0.3,0.06666666666666667,0.26666666666666666,0.0,0.0,2013,2
"The Senate Armed Services Committee on Tuesday approved the nomination of former Senator Chuck Hagel as defense secretary, sending it to the full Senate.","WASHINGTON — After a combative two-hour debate that tested the bounds of Senate collegiality, the Armed Services Committee on Tuesday approved the nomination of former Senator Chuck Hagel as defense secretary on a sharply partisan vote.","{'main': 'Bitterly Divided Senate Panel Backs Hagel for Defense', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Bitter Divide As Senate Panel Endorses Hagel', 'name': None, 'seo': None, 'sub': None}",Bitterly Divided Senate Panel Backs Hagel for Defense,0.175,0.275,-0.0625,0.375,-0.1,0.5,2013,2
"With broad bipartisan support, the Senate voted to expand the Violence Against Women Act by fortifying the power of Native American courts and protecting gay victims of abuse.","WASHINGTON — The Senate, with broad bipartisan support, voted overwhelmingly Tuesday to expand the reach of the landmark Violence Against Women Act of 1994 by fortifying the power of American Indian tribal courts and explicitly protecting gay victims of domestic abuse.","{'main': 'Senate Votes Overwhelmingly to Expand Domestic Violence Act ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senate Votes Overwhelmingly to Expand Domestic Violence Act', 'name': None, 'seo': None, 'sub': None}",Senate Votes Overwhelmingly to Expand Domestic Violence Act ,0.15972222222222224,0.2986111111111111,0.19583333333333336,0.3991666666666667,0.25,0.55,2013,2
"The authorities here have received more than 700 tips from the public about the whereabouts of Christopher J. Dorner, the former Los Angeles police officer wanted in connection with three killings.","LOS ANGELES — The authorities here have received more than 700 tips from the public on the whereabouts of Christopher J. Dorner, the former Los Angeles police officer wanted in connection with three killings, police officials said on Monday. ","{'main': 'Reward Spurs Many Tips on Ex-Officer', 'kicker': None, 'content_kicker': None, 'print_headline': 'Reward Spurs Many Tips On Ex-Officer', 'name': None, 'seo': None, 'sub': None}",Reward Spurs Many Tips on Ex-Officer,0.16666666666666666,0.18888888888888888,0.16666666666666666,0.18888888888888888,0.5,0.5,2013,2
The measures considered most important by cybersecurity experts were not included in the executive order because they require Congressional approval.,"WASHINGTON — President Obama signed an executive order on Tuesday that promotes increased information sharing about cyberthreats between the government and private companies that oversee the country’s critical infrastructure, offering a weakened alternative to legislation the administration had hoped Congress would pass last year.","{'main': 'Obama Order Gives Firms Cyberthreat Information', 'kicker': None, 'content_kicker': None, 'print_headline': 'Obama Order Gives Firms Cyberthreat Information', 'name': None, 'seo': None, 'sub': None}",Obama Order Gives Firms Cyberthreat Information,0.45,0.75,0.0,0.4138888888888889,0.0,0.0,2013,2
"In a House chamber filled conspicuously with the victims of gun violence, Ted Nugent seemed like a provocation, a saber-toothed tiger invited to a garden party.","WASHINGTON — In the wake of their electoral drubbing in November, Republicans sought an image reboot at President Obama’s State of the Union address, a new face that would be both more positive and less strident, youthful and multicultural but also quietly constructive and respectful.","{'main': 'G.O.P. Puts On a Calmer Face, Except for One Wild-Eyed Rocker', 'kicker': None, 'content_kicker': None, 'print_headline': 'G.O.P. Puts On a Calmer Face, Except for One Wild-Eyed Rocker', 'name': None, 'seo': None, 'sub': None}","G.O.P. Puts On a Calmer Face, Except for One Wild-Eyed Rocker",0.4,0.9,0.1994949494949495,0.4333333333333333,0.0,0.0,2013,2
"Jacob J. Lew, President Obama’s pick to lead the Treasury Department, faced questions about his approach and his work on Wall Street.","WASHINGTON — Jacob J. Lew, President Obama’s nominee for Treasury secretary, faced some fierce questioning on Wednesday from the Senate Finance Committee on his tenure at the bailed-out Citigroup and on an investment based in the Cayman Islands. But the even-tempered, bookish Mr. Lew parried the blows and appeared likely to win the committee’s approval and Senate confirmation. ","{'main': 'Calmly, Pick for Treasury Offers Replies to Senators', 'kicker': None, 'content_kicker': None, 'print_headline': 'Calmly, Pick For Treasury Offers Replies To Senators', 'name': None, 'seo': None, 'sub': None}","Calmly, Pick for Treasury Offers Replies to Senators",0.0,0.0,0.4,0.7,0.2,0.375,2013,2
"Proponents see hemp as a source of agricultural jobs, an alternative for struggling farmers and a wonder plant with uses from bluejeans to building materials.","FRANKFORT, Ky. — In 1996 the actor Woody Harrelson, who has a sideline as an activist for legalizing marijuana, was arrested in Kentucky for planting four hemp seeds.","{'main': 'Hemp Growing Finds Allies of a New Stripe in Kentucky', 'kicker': None, 'content_kicker': None, 'print_headline': 'Hemp Growing Finds Allies of a New Stripe in Kentucky', 'name': None, 'seo': None, 'sub': None}",Hemp Growing Finds Allies of a New Stripe in Kentucky,0.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453,2013,2
"We cannot share our good fortune in terms of college acceptances, but we can at least be mindful of those who are less fortunate.","In mid January, I received this from the Robertson Scholars Program:","{'main': 'A Scholarship for Me, but What About My Friends?', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","A Scholarship for Me, but What About My Friends?",0.15833333333333333,0.44166666666666665,0.0,0.0,0.0,0.0,2013,2
"The showdown between the authorities and Christopher J. Dorner, a former Los Angeles police officer accused of three killings, dominated the networks before the presidential address.","At 9 p.m. Eastern time, the nation’s attention — at least those Americans watching the major broadcast and cable news networks — turned squarely to Washington for President Obama’s State of the Union address. ","{'main': 'Before Speech, News Focused on California', 'kicker': None, 'content_kicker': None, 'print_headline': 'Before Speech, News Focused On California', 'name': None, 'seo': None, 'sub': None}","Before Speech, News Focused on California",0.0,0.0,-0.11875,0.45,0.0,0.0,2013,2
Secretary of State John Kerry said he planned to raise his ideas  about how to persuade President Bashar al-Assad to agree to a political transition during a trip this month.,WASHINGTON — Secretary of State John Kerry said on Wednesday that he planned to use his first foreign trip to advance new ideas about how to persuade President Bashar al-Assad of Syria to yield power and agree to a political transition.,"{'main': 'Kerry Says Trip Will Focus on Finding Syria Solution', 'kicker': None, 'content_kicker': None, 'print_headline': 'Kerry Says Trip Will Focus on Finding Syria Solution', 'name': None, 'seo': None, 'sub': None}",Kerry Says Trip Will Focus on Finding Syria Solution,0.0,0.1,0.06534090909090909,0.253219696969697,0.0,0.0,2013,2
Senators said President Obama had given members of both parties room to maneuver on the delicate politics involved.,"WASHINGTON — President Obama’s nonconfrontational tone on an immigration overhaul in his State of the Union address on Tuesday night probably did more to advance the issue, lawmakers said, than if had he offered a fierce rallying cry, as he did about gun restrictions.","{'main': 'On Immigration,\r\nObama Draws\r\nBipartisan Praise', 'kicker': None, 'content_kicker': None, 'print_headline': 'Drawing Bipartisan Praise For a Soft-Pedal Approach', 'name': None, 'seo': None, 'sub': None}","On Immigration,
Obama Draws
Bipartisan Praise",-0.3,0.9,0.5,0.5,0.0,0.0,2013,2
A guide to The Times’s coverage of the policy areas President Obama discussed in his State of the Union address.,"From gun violence to the campaign against terrorism, from climate change to the minimum wage, here is a guide to The Times’s coverage of the policy areas President Obama discussed in his State of the Union address.","{'main': 'On the Issues: A Guide to Obama’s Proposals', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",On the Issues: A Guide to Obama’s Proposals,0.0,0.0,0.0,0.0,0.0,0.0,2013,2
Lawmakers say the Postal Service is not complying with a Congressional mandate to deliver letters six days a week.,"WASHINGTON — The Postal Service is expected to outline at a Senate hearing on Wednesday its legal justification for ending Saturday mail delivery, a change opposed by several lawmakers who say the agency is circumventing a Congressional mandate.","{'main': 'Lawmakers to Press Postal Officials on Decision to End Saturday Mail Delivery', 'kicker': None, 'content_kicker': None, 'print_headline': 'Lawmakers to Press Postal Officials on Decision to End Saturday Mail Delivery', 'name': None, 'seo': None, 'sub': None}",Lawmakers to Press Postal Officials on Decision to End Saturday Mail Delivery,0.0,0.0,0.03333333333333333,0.20000000000000004,0.0,0.0,2013,2
"Eric Furda, the dean of admissions at the University of Pennsylvania, was on the “Today” show and shared admissions tips with college-bound students and their families.","Our Counselor’s Calendar tells us that now is the time for juniors to begin their college search in earnest. So it was very timely to see that Eric Furda, the dean of admissions at the University of Pennsylvania, appeared on NBC’s “Today” show on Wednesday to share admissions tips with college-bound students and their families. Watch the full interview below. ","{'main': 'College Tips for Juniors From an Ivy League Dean', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",College Tips for Juniors From an Ivy League Dean,0.0,0.0,0.275,0.42500000000000004,0.0,0.0,2013,2
"President Obama traveled to North Carolina on Wednesday to promote the resurgence of American manufacturing, a core message from his State of the Union address.","ASHEVILLE, N.C. — The day after President Obama charted an expansive new view of the government’s role in society, it seemed less and less likely that many of his proposals would survive the political riptide on Capitol Hill.","{'main': 'Extending a Theme, Obama Promotes Resurgence in U.S. Manufacturing', 'kicker': None, 'content_kicker': None, 'print_headline': 'Extending a Theme, Obama Promotes Resurgence in U.S. Manufacturing', 'name': None, 'seo': None, 'sub': None}","Extending a Theme, Obama Promotes Resurgence in U.S. Manufacturing",0.0,0.0,0.050505050505050504,0.36464646464646466,0.0,0.0,2013,2
President Obama’s State of the Union address will probably be most remembered for his repeated demands for a Congressional vote on behalf of the victims of gun violence,"If there is one moment that is sure to be remembered from President Obama‘s State of the Union address on Tuesday, it will probably be his repeated demands for a Congressional vote on behalf of the victims of gun violence.","{'main': 'In Policy-Heavy Speech, Obama Appeals to Emotion on Guns', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","In Policy-Heavy Speech, Obama Appeals to Emotion on Guns",0.5,0.5,0.5,0.8888888888888888,0.0,0.0,2013,2
The president’s proposal to raise minimum wage to $9 an hour directly addresses the country’s yawning levels of inequality.,"WASHINGTON — President Obama called on Congress to raise the federal minimum wage to $9 an hour from $7.25 and to automatically adjust it with inflation, a move aimed at increasing the earnings of millions of cooks, janitors, aides to the elderly and other low-wage workers.","{'main': 'Raising Minimum Wage Would Ease Income Gap but Carries Political Risks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Raising Minimum Wage Would Ease Income Gap but Carries Political Risks', 'name': None, 'seo': None, 'sub': None}",Raising Minimum Wage Would Ease Income Gap but Carries Political Risks,0.1,0.4,-0.125,0.375,0.0,0.1,2013,2
"The postmaster general asked Congress to let the Postal Service run its own health plan, modify a mandate on a benefit fund and end Saturday mail delivery.","WASHINGTON — Saying that its debt could reach $45 billion by 2017 if Congress does not act, the Postal Service on Wednesday called on lawmakers to give it the flexibility to change its business model to keep itself solvent.","{'main': 'Debt Mounting, Postal Service Asks to Alter Business Model', 'kicker': None, 'content_kicker': None, 'print_headline': 'Debt Mounting, Postal Service Asks to Alter Business Model', 'name': None, 'seo': None, 'sub': None}","Debt Mounting, Postal Service Asks to Alter Business Model",0.325,0.75,0.0,0.0,0.0,0.0,2013,2
"Senator Marco Rubio’s big nationally televised moment has been eclipsed Tuesday by his simple decision to take a sip of water during his speech, an act that either made him look human or not ready for prime time, depending on one’s point of view.","Senator Marco Rubio, a Florida Republican of Cuban heritage, may be the “savior” of the Republican Party, as Time Magazine recently declared.","{'main': 'Rubio’s Thirst Trumps His Message', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Rubio’s Thirst Trumps His Message,-0.025,0.2642857142857143,0.0,0.25,0.0,0.0,2013,2
President Obama appeared to moderate his predictions for change in Syria in Tuesday’s State of the Union speech.,"WASHINGTON – Having overruled top advisers who had argued for arming the opposition in Syria, President Obama appeared to moderate his expectations for change in that war-torn country in Tuesday’s State of the Union speech.","{'main': 'In Speech, Obama Tempers Expectations of Syria’s Future', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","In Speech, Obama Tempers Expectations of Syria’s Future",0.0,0.7,0.25,0.6,0.0,0.125,2013,2
"As many as 500 officers — roughly 5 percent of the Los Angeles Police Department — spent the last week protecting one another from Christopher J. Dorner, now believed dead.","LOS ANGELES — Christopher J. Dorner had a long list of grievances and potential victims, most of them police officers he had once worked with, and he was already suspected of killing the daughter of a retired police official and her fiancé. So law enforcement officials moved rapidly to protect their own, removing officers from the streets and setting up the largest security detail in any city in recent history. ","{'main': 'Fugitive’s Threats Against Police Drew Enormous Response', 'kicker': None, 'content_kicker': None, 'print_headline': 'Police Mobilized Ranks Against Fugitive', 'name': None, 'seo': None, 'sub': None}",Fugitive’s Threats Against Police Drew Enormous Response,0.020000000000000007,0.29333333333333333,0.21000000000000002,0.63,0.0,0.9,2013,2
"Political news from today’s Times, plus a look at what’s happening in Washington.",In Today’s Times:,"{'main': 'The Early Word: On the Road', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: On the Road,0.0,0.1,0.0,0.0,0.1,0.3,2013,2
"Months after reaching an agreement with the Justice Department to transform its troubled police department, New Orleans wants out of the deal, saying it’s too expensive.","NEW ORLEANS — Two days after his inauguration in May 2010, Mayor Mitch Landrieu sent a letter to Attorney General Eric H. Holder Jr. that began: “I am writing today to ask for your support and partnership in transforming the New Orleans Police Department into one of the best police forces in the United States.”","{'main': 'A New Orleans-Washington Handshake Turns to Fists', 'kicker': None, 'content_kicker': None, 'print_headline': 'A New Orleans-Washington Handshake Turns to Fists', 'name': None, 'seo': None, 'sub': None}",A New Orleans-Washington Handshake Turns to Fists,-0.1659090909090909,0.5636363636363637,0.3306818181818182,0.4272727272727273,0.13636363636363635,0.45454545454545453,2013,2
"Dave Bing says that despite his city’s financial troubles, “the picture is not all doom and gloom.”","With a crucial review of Detroit’s financial circumstances expected within days and the possibility of a state-appointed financial manager looming, Mayor Dave Bing on Wednesday evening made the case for his city, arguing that Detroit’s finances are getting better, bit by bit.","{'main': 'Detroit Mayor Says City Is Making Progress on Debt', 'kicker': None, 'content_kicker': None, 'print_headline': 'Detroit Mayor Says City Is Making Progress on Debt', 'name': None, 'seo': None, 'sub': None}",Detroit Mayor Says City Is Making Progress on Debt,-0.06666666666666667,0.06666666666666667,0.08,0.38,0.0,0.0,2013,2
The move to stall Chuck Hagel’s nomination for defense secretary was likely to worsen partisan tensions while keeping the White House from assembling its national security team.,"WASHINGTON — Senate Republicans on Thursday blocked President Obama’s nominee to lead the Pentagon in a defiant move likely to further strain partisan tensions while preventing the White House, at least temporarily, from assembling its second-term national security team.","{'main': 'G.O.P. Blocks Vote in Senate on Hagel for Defense Post', 'kicker': None, 'content_kicker': None, 'print_headline': 'G.O.P. Blocks Vote on Hagel In the Senate', 'name': None, 'seo': None, 'sub': None}",G.O.P. Blocks Vote in Senate on Hagel for Defense Post,0.0,0.5,-0.075,0.475,0.0,0.0,2013,2
"After a close committee vote on Chuck Hagel’s nomination to be defense secretary, Republicans demanded more information before a decision.","WASHINGTON — Accusing Republicans of a new level of obstruction, Senate Democrats moved on Wednesday to force a vote on President Obama’s nomination of Chuck Hagel to be secretary of defense. ","{'main': 'Senate Democrats, Accusing G.O.P. of Obstruction, Try to Force Hagel Vote', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senate Democrats, Accusing G.O.P. of Obstruction, Try to Force Hagel Vote', 'name': None, 'seo': None, 'sub': None}","Senate Democrats, Accusing G.O.P. of Obstruction, Try to Force Hagel Vote",0.5,0.5,0.13636363636363635,0.45454545454545453,0.0,0.0,2013,2
"For 4,200 hungry, scared people whose ship limped into dock Thursday, an ordeal was finally ending. For Carnival Cruise Lines, the work was just beginning.","MOBILE, Ala. — Thousands of hungry and unwashed passengers gathered on the decks of the lifeless Triumph cruise ship, singing “Sweet Home Alabama,” waving towels and cheering as the vessel was pulled into dock here late on Thursday. For 4,200 passengers and crew, the fetid ordeal of five days adrift in the Gulf of Mexico was over. ","{'main': 'Cruise Line’s Woes Are Far From Over as Ship Makes Port', 'kicker': None, 'content_kicker': None, 'print_headline': 'Cruise Line’s Woes Are Far From Over As Ship Makes Port', 'name': None, 'seo': None, 'sub': None}",Cruise Line’s Woes Are Far From Over as Ship Makes Port,0.0,1.0,0.024999999999999994,0.625,0.1,1.0,2013,2
"In a debt-reducing effort, the Republican-controlled legislature voted to cut maximum weekly benefits to $350 from $535, a 35 percent drop.","North Carolina lawmakers approved deep cuts to benefits for the jobless on Wednesday, in a state that has one of the nation’s highest unemployment rates.","{'main': 'North Carolina Approves Steep Benefit Cuts for Jobless in Bid to Reduce Debt', 'kicker': None, 'content_kicker': None, 'print_headline': 'North Carolina Approves Steep Benefit Cuts for Jobless in Bid to Reduce Debt', 'name': None, 'seo': None, 'sub': None}",North Carolina Approves Steep Benefit Cuts for Jobless in Bid to Reduce Debt,0.0,0.0,0.0,0.4,0.0,0.0,2013,2
"A new Fox News poll finds that when Americans look for someone to share Valentine’s Day with, odds are they are not casting their eyes across the political aisle.","A new Fox News poll has found that when Americans look for someone to share Valentine’s Day with, odds are they are not casting their eyes across the political aisle. ","{'main': 'Love Conquers All, Except the Partisan Divide', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Love Conquers All, Except the Partisan Divide",0.06818181818181818,0.2772727272727273,0.06818181818181818,0.2772727272727273,0.5,0.6,2013,2
"An activist who was Dr. George R. Tiller’s spokeswoman plans to reopen his Kansas clinic, which has been abandoned since Dr. Tiller was shot in 2009.","WICHITA, Kan. — For nearly four years the site has been abandoned, a low-slung, windowless, beige building just off a highway on the east side of town. But the overpowering smell of fresh paint inside hints of activity soon to come.","{'main': 'Four Years Later, Slain Abortion Doctor’s Aide Steps Into the Void', 'kicker': None, 'content_kicker': None, 'print_headline': 'Four Years Later, Slain Abortion Doctor’s Aide Steps Into the Void', 'name': None, 'seo': None, 'sub': None}","Four Years Later, Slain Abortion Doctor’s Aide Steps Into the Void",0.0,0.0,0.2,0.45,0.0,0.0,2013,2
President Obama’s announcement on Tuesday of his plan to draw down United States troops in Afghanistan over the next year puts new focus on the sustainability of aid programs in Afghanistan as the military presence there diminishes.,"It has given most of Afghanistan access to health care for the first time, even if it is weighed down by corruption and waste. It has drawn violent reprisals from the Taliban but educated a generation of Afghan girls. Accused of fostering a dependency culture, it has nonetheless provided the foundation for a functioning economy.","{'main': 'As Troops Leave, an Uncertain Future for U.S. Aid in Afghanistan', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","As Troops Leave, an Uncertain Future for U.S. Aid in Afghanistan",-0.029797979797979803,0.21085858585858586,-0.08111111111111112,0.42444444444444446,0.0,0.125,2013,2
Some Republicans said they feared the creation of another federal entitlement program.,"ATLANTA — President Obama’s plan to expand preschool for the nation’s children faces deep skepticism among Republicans, who fear the creation of another federal entitlement program that they say could add to the nation’s deficit and swell the ranks of the teachers’ unions.","{'main': 'Conservatives Skeptical of Expanding Preschool', 'kicker': None, 'content_kicker': None, 'print_headline': 'Conservatives Skeptical Of Expanding Preschool', 'name': None, 'seo': None, 'sub': None}",Conservatives Skeptical of Expanding Preschool,0.0,0.0,0.0,0.4,-0.5,0.5,2013,2
"Despite the attention on mass shootings and assault weapons, far more Americans die by turning firearms on themselves.","DAYTON, Wyo. — Craig Reichert found his son’s body on a winter morning, lying on the floor as if he were napping with his great-uncle’s pistol under his knee. The 911 dispatcher told him to administer CPR, but Mr. Reichert, who has had emergency training, told her it was too late. His son, Kameron, 17, was already cold to the touch.","{'main': 'To Reduce Suicide Rates, New Focus Turns to Guns', 'kicker': None, 'content_kicker': None, 'print_headline': 'With Guns, Killer and Victim Are Usually Same', 'name': None, 'seo': None, 'sub': None}","To Reduce Suicide Rates, New Focus Turns to Guns",0.3,0.75,-0.44999999999999996,0.8,0.13636363636363635,0.45454545454545453,2013,2
The decline of the middle class is more than an economic issue. It is also a political one. Which is why understanding what is happening to the middle class is urgently important.,NEW YORK — President Barack Obama’s State of the Union speech this week confirmed it: The pre-eminent political and economic challenge in the industrialized democracies is how to make capitalism work for the middle class.,"{'main': 'Technology, Trade and Fewer Jobs', 'kicker': 'Way of the World', 'content_kicker': None, 'print_headline': 'Technology, Trade and Fewer Jobs', 'name': None, 'seo': None, 'sub': None}","Technology, Trade and Fewer Jobs",0.18333333333333335,0.3,0.14727272727272728,0.35090909090909095,0.0,0.0,2013,2
